Indicator,  Merchandise imports by product group – annual (Million US dollar),,,,,,,,
,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020,
Barbados,SI3_AGG - MAMTTE - Transport equipment,World,88,109,112,98,101,103,
Barbados,SI3_AGG - MAMTAU - Automotive products,World,77,94,96,88,90,95,
Barbados,SI3_AGG - MATE - Textiles,World,20,20,20,19,18,19,
Barbados,SI3_AGG - MACL - Clothing,World,25,26,24,25,20,17,
Belarus,SI3_AGG - TO - Total merchandise,World,30292,27610,34236,38440,39480,32601,
Belarus,SI3_AGG - AG - Agricultural products,World,4574,4210,4816,4662,4916,4482,
Belarus,SI3_AGG - AGFO - Food,World,4278,3830,4201,3908,4075,3726,
Belarus,SI3_AGG - MI - Fuels and mining products,World,10076,8201,10751,12286,10902,7690,
Belarus,SI3_AGG - MIFU - Fuels,World,9211,7373,9670,11085,9786,6685,
Belarus,SI3_AGG - MA - Manufactures,World,14358,14204,18193,20787,22349,19613,
Belarus,SI3_AGG - MAIS - Iron and steel,World,1033,1042,1488,1721,1681,1416,
Belarus,SI3_AGG - MACH - Chemicals,World,3320,3246,3890,4223,4350,4232,
Belarus,SI3_AGG - MACHPH - Pharmaceuticals,World,675,664,779,797,917,1082,
Belarus,SI3_AGG - MAMT - Machinery and transport equipment,World,5881,5555,7330,8635,9671,8038,
Belarus,SI3_AGG - MAMTOF - Office and telecom equipment,World,879,911,1130,1440,1488,1309,
Belarus,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,258,228,402,519,515,502,
Belarus,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,532,550,601,784,790,708,
Belarus,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,89,134,127,137,183,99,
Belarus,SI3_AGG - MAMTTE - Transport equipment,World,1154,1398,2154,2767,3193,2507,
Belarus,SI3_AGG - MAMTAU - Automotive products,World,889,1122,1713,2354,2462,1924,
Belarus,SI3_AGG - MATE - Textiles,World,451,699,856,908,955,848,
Belarus,SI3_AGG - MACL - Clothing,World,234,280,414,480,506,377,
Belgium,SI3_AGG - TO - Total merchandise,World,375530,379409,409220,454947,427708,396132,
Belgium,SI3_AGG - AG - Agricultural products,World,39071,41209,44179,45663,42950,43956,
Belgium,SI3_AGG - AGFO - Food,World,34478,36538,39174,40221,37975,39361,
Belgium,SI3_AGG - MI - Fuels and mining products,World,59089,50849,63446,82352,67476,52115,
Belgium,SI3_AGG - MIFU - Fuels,World,45545,37970,48271,62854,50409,33511,
Belgium,SI3_AGG - MA - Manufactures,World,272433,283035,296286,324449,315608,299046,
Belgium,SI3_AGG - MAIS - Iron and steel,World,9043,9007,12003,13891,11077,9074,
Belgium,SI3_AGG - MACH - Chemicals,World,97131,95489,98792,114711,109408,110111,
Belgium,SI3_AGG - MACHPH - Pharmaceuticals,World,38427,37158,36971,42742,47279,53373,
Belgium,SI3_AGG - MAMT - Machinery and transport equipment,World,90371,100738,106250,112686,117380,106325,
Belgium,SI3_AGG - MAMTOF - Office and telecom equipment,World,11924,12002,12169,12383,14445,15133,
Belgium,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5047,5289,5323,5548,5057,5050,
Belgium,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5655,5569,5733,5862,6057,6684,
Belgium,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1222,1144,1112,974,3331,3400,
Belgium,SI3_AGG - MAMTTE - Transport equipment,World,47907,56376,58920,62021,64021,54153,
Belgium,SI3_AGG - MAMTAU - Automotive products,World,42927,48702,53065,56173,57728,48360,
Belgium,SI3_AGG - MATE - Textiles,World,3654,3690,3824,4009,3658,4393,
Belgium,SI3_AGG - MACL - Clothing,World,8541,8916,9189,9988,9790,9041,
Belize,SI3_AGG - TO - Total merchandise,World,991,953,916,958,986,787,
Belize,SI3_AGG - AG - Agricultural products,World,220,216,204,208,217,212,
Belize,SI3_AGG - AGFO - Food,World,207,200,187,193,199,202,
Belize,SI3_AGG - MI - Fuels and mining products,World,117,100,113,147,154,85,
Belize,SI3_AGG - MIFU - Fuels,World,111,94,108,142,148,81,
Belize,SI3_AGG - MA - Manufactures,World,654,633,593,600,614,489,
Belize,SI3_AGG - MAIS - Iron and steel,World,28,26,25,29,28,21,
Belize,SI3_AGG - MACH - Chemicals,World,96,92,95,95,97,94,
Belize,SI3_AGG - MACHPH - Pharmaceuticals,World,14,12,15,12,13,13,
Belize,SI3_AGG - MAMT - Machinery and transport equipment,World,247,240,199,208,210,167,
Belize,SI3_AGG - MAMTOF - Office and telecom equipment,World,38,51,36,38,34,25,
Belize,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,16,17,15,18,19,16,
Belize,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,20,33,19,18,14,8,
Belize,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,2,2,2,2,
Belize,SI3_AGG - MAMTTE - Transport equipment,World,82,82,64,69,65,46,
Belize,SI3_AGG - MAMTAU - Automotive products,World,58,59,44,46,43,31,
Belize,SI3_AGG - MATE - Textiles,World,8,8,8,9,10,9,
Belize,SI3_AGG - MACL - Clothing,World,59,51,52,55,56,26,
Benin,SI3_AGG - TO - Total merchandise,World,2561,2872,3494,4375,3932,3263,
Benin,SI3_AGG - AG - Agricultural products,World,1085,1317,1707,1601,1146,903,
Benin,SI3_AGG - AGFO - Food,World,1021,1288,1681,1567,1113,872,
Benin,SI3_AGG - MI - Fuels and mining products,World,446,488,547,621,605,507,
Benin,SI3_AGG - MIFU - Fuels,World,430,473,531,603,582,491,
Benin,SI3_AGG - MA - Manufactures,World,942,825,806,1057,1149,1192,
Benin,SI3_AGG - MAIS - Iron and steel,World,73,64,61,84,102,96,
Benin,SI3_AGG - MACH - Chemicals,World,152,160,152,289,351,341,
Benin,SI3_AGG - MACHPH - Pharmaceuticals,World,79,82,92,111,120,124,
Benin,SI3_AGG - MAMT - Machinery and transport equipment,World,451,370,370,420,442,443,
Benin,SI3_AGG - MAMTOF - Office and telecom equipment,World,41,32,48,63,45,60,
Benin,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9,9,10,11,16,16,
Benin,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,27,17,33,47,23,30,
Benin,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,6,6,6,6,6,13,
Benin,SI3_AGG - MAMTTE - Transport equipment,World,242,205,168,211,212,217,
Benin,SI3_AGG - MAMTAU - Automotive products,World,128,138,103,127,133,138,
Benin,SI3_AGG - MATE - Textiles,World,51,36,37,45,46,63,
Benin,SI3_AGG - MACL - Clothing,World,6,4,4,6,4,5,
Bermuda,SI3_AGG - TO - Total merchandise,World,934,977,1095,1101,1146,785,
Bermuda,SI3_AGG - AG - Agricultural products,World,199,211,226,229,222,221,
Bermuda,SI3_AGG - AGFO - Food,World,192,204,220,222,216,215,
Bermuda,SI3_AGG - MI - Fuels and mining products,World,101,86,84,134,104,57,
Bermuda,SI3_AGG - MIFU - Fuels,World,92,82,79,130,100,53,
Bermuda,SI3_AGG - MA - Manufactures,World,513,554,589,584,663,473,
Bermuda,SI3_AGG - MAIS - Iron and steel,World,3,8,6,5,5,2,
Bermuda,SI3_AGG - MACH - Chemicals,World,63,65,68,71,72,71,
Bermuda,SI3_AGG - MACHPH - Pharmaceuticals,World,23,23,25,25,27,21,
Bermuda,SI3_AGG - MAMT - Machinery and transport equipment,World,155,169,199,176,232,152,
Bermuda,SI3_AGG - MAMTOF - Office and telecom equipment,World,33,36,42,37,38,27,
Bermuda,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,15,14,19,13,12,12,
Bermuda,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,18,21,23,23,25,14,
Bermuda,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,1,0,1,
Bermuda,SI3_AGG - MAMTTE - Transport equipment,World,55,57,83,58,49,51,
Bermuda,SI3_AGG - MAMTAU - Automotive products,World,29,32,42,42,34,24,
Bermuda,SI3_AGG - MATE - Textiles,World,11,10,12,11,12,17,
Bermuda,SI3_AGG - MACL - Clothing,World,29,29,30,29,26,20,
Bhutan,SI3_AGG - TO - Total merchandise,World,1061,1002,1029,1048,981,899,
Bhutan,SI3_AGG - AG - Agricultural products,World,190,,,,,,
Bhutan,SI3_AGG - AGFO - Food,World,160,,,,,,
Bhutan,SI3_AGG - MI - Fuels and mining products,World,200,,,,,,
Bhutan,SI3_AGG - MIFU - Fuels,World,116,,,,,,
Bhutan,SI3_AGG - MA - Manufactures,World,669,,,,,,
Bhutan,SI3_AGG - MAIS - Iron and steel,World,133,,,,,,
Bhutan,SI3_AGG - MACH - Chemicals,World,67,,,,,,
Bhutan,SI3_AGG - MACHPH - Pharmaceuticals,World,7,,,,,,
Bhutan,SI3_AGG - MAMT - Machinery and transport equipment,World,266,,,,,,
Bhutan,SI3_AGG - MAMTOF - Office and telecom equipment,World,28,,,,,,
Bhutan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,11,,,,,,
Bhutan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,16,,,,,,
Bhutan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,,,,,,
Bhutan,SI3_AGG - MAMTTE - Transport equipment,World,57,,,,,,
Bhutan,SI3_AGG - MAMTAU - Automotive products,World,55,,,,,,
Bhutan,SI3_AGG - MATE - Textiles,World,14,,,,,,
Bhutan,SI3_AGG - MACL - Clothing,World,4,,,,,,
"Bolivia, Plurinational State of",SI3_AGG - TO - Total merchandise,World,9766,8427,9288,9996,9784,7080,
"Bolivia, Plurinational State of",SI3_AGG - AG - Agricultural products,World,732,776,830,830,807,823,
"Bolivia, Plurinational State of",SI3_AGG - AGFO - Food,World,680,724,773,765,738,766,
"Bolivia, Plurinational State of",SI3_AGG - MI - Fuels and mining products,World,1207,879,1047,1373,1707,1000,
"Bolivia, Plurinational State of",SI3_AGG - MIFU - Fuels,World,1150,817,982,1303,1632,938,
"Bolivia, Plurinational State of",SI3_AGG - MA - Manufactures,World,7827,6770,7410,7773,7245,5257,
"Bolivia, Plurinational State of",SI3_AGG - MAIS - Iron and steel,World,599,484,537,585,577,398,
"Bolivia, Plurinational State of",SI3_AGG - MACH - Chemicals,World,1394,1299,1395,1515,1469,1314,
"Bolivia, Plurinational State of",SI3_AGG - MACHPH - Pharmaceuticals,World,197,199,207,226,238,261,
"Bolivia, Plurinational State of",SI3_AGG - MAMT - Machinery and transport equipment,World,3997,3307,3676,3812,3366,2172,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOF - Office and telecom equipment,World,438,379,404,481,523,247,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,131,90,127,171,157,101,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,287,267,238,276,344,134,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,20,22,39,34,22,12,
"Bolivia, Plurinational State of",SI3_AGG - MAMTTE - Transport equipment,World,1496,1308,1294,1058,1205,804,
"Bolivia, Plurinational State of",SI3_AGG - MAMTAU - Automotive products,World,1194,1054,1101,916,956,595,
"Bolivia, Plurinational State of",SI3_AGG - MATE - Textiles,World,155,145,168,158,146,151,
"Bolivia, Plurinational State of",SI3_AGG - MACL - Clothing,World,74,64,57,55,53,45,
"Bonaire, Sint Eustatius and Saba",SI3_AGG - TO - Total merchandise,World,75,80,86,93,90,83,
Bosnia and Herzegovina,SI3_AGG - TO - Total merchandise,World,8986,9146,10504,11630,11159,9873,
Bosnia and Herzegovina,SI3_AGG - AG - Agricultural products,World,1752,1785,1896,1973,1938,1878,
Bosnia and Herzegovina,SI3_AGG - AGFO - Food,World,1617,1644,1780,1839,1806,1758,
Bosnia and Herzegovina,SI3_AGG - MI - Fuels and mining products,World,1506,1361,1910,2197,2019,1340,
Bosnia and Herzegovina,SI3_AGG - MIFU - Fuels,World,1216,1094,1521,1718,1564,955,
Bosnia and Herzegovina,SI3_AGG - MA - Manufactures,World,5725,5980,6661,7452,7192,6641,
Bosnia and Herzegovina,SI3_AGG - MAIS - Iron and steel,World,296,313,403,513,440,412,
Bosnia and Herzegovina,SI3_AGG - MACH - Chemicals,World,1178,1209,1306,1450,1410,1419,
Bosnia and Herzegovina,SI3_AGG - MACHPH - Pharmaceuticals,World,299,307,316,347,365,392,
Bosnia and Herzegovina,SI3_AGG - MAMT - Machinery and transport equipment,World,1849,1917,2171,2428,2421,2112,
Bosnia and Herzegovina,SI3_AGG - MAMTOF - Office and telecom equipment,World,287,282,291,320,327,310,
Bosnia and Herzegovina,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,93,88,101,117,119,109,
Bosnia and Herzegovina,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,180,182,174,188,189,177,
Bosnia and Herzegovina,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,14,12,15,15,19,23,
Bosnia and Herzegovina,SI3_AGG - MAMTTE - Transport equipment,World,615,665,736,827,847,639,
Bosnia and Herzegovina,SI3_AGG - MAMTAU - Automotive products,World,562,600,681,759,779,572,
Bosnia and Herzegovina,SI3_AGG - MATE - Textiles,World,385,402,448,480,422,389,
Bosnia and Herzegovina,SI3_AGG - MACL - Clothing,World,191,221,239,271,293,282,
Botswana,SI3_AGG - TO - Total merchandise,World,7238,6143,5329,6312,6564,6516,
Botswana,SI3_AGG - AG - Agricultural products,World,704,715,717,758,883,873,
Botswana,SI3_AGG - AGFO - Food,World,667,674,667,709,831,827,
Botswana,SI3_AGG - MI - Fuels and mining products,World,1227,899,867,802,862,885,
Botswana,SI3_AGG - MIFU - Fuels,World,887,788,780,759,817,846,
Botswana,SI3_AGG - MA - Manufactures,World,5306,4406,3723,4297,4701,4544,
Botswana,SI3_AGG - MAIS - Iron and steel,World,105,90,87,92,102,97,
Botswana,SI3_AGG - MACH - Chemicals,World,459,474,424,397,459,485,
Botswana,SI3_AGG - MACHPH - Pharmaceuticals,World,128,188,171,109,129,126,
Botswana,SI3_AGG - MAMT - Machinery and transport equipment,World,1380,1269,1107,1349,1364,1142,
Botswana,SI3_AGG - MAMTOF - Office and telecom equipment,World,191,167,161,193,194,198,
Botswana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,64,59,57,80,77,74,
Botswana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,118,98,94,101,104,114,
Botswana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,10,11,10,12,13,10,
Botswana,SI3_AGG - MAMTTE - Transport equipment,World,516,468,426,540,560,413,
Botswana,SI3_AGG - MAMTAU - Automotive products,World,420,375,329,427,460,368,
Botswana,SI3_AGG - MATE - Textiles,World,52,44,39,46,47,46,
Botswana,SI3_AGG - MACL - Clothing,World,104,94,82,89,72,62,
Brazil,SI3_AGG - TO - Total merchandise,World,179091,143411,157543,188564,184370,166276,
Brazil,SI3_AGG - AG - Agricultural products,World,10638,12578,12477,12451,12403,12224,
Brazil,SI3_AGG - AGFO - Food,World,8817,10766,10476,10370,10405,10469,
Brazil,SI3_AGG - MI - Fuels and mining products,World,30641,22450,29771,35793,33244,22246,
Brazil,SI3_AGG - MIFU - Fuels,World,24920,17935,24373,29132,26766,16737,
Brazil,SI3_AGG - MA - Manufactures,World,130072,110116,123554,144421,147395,131712,
Brazil,SI3_AGG - MAIS - Iron and steel,World,3525,2036,2668,3161,3021,2555,
Brazil,SI3_AGG - MACH - Chemicals,World,37908,35450,39137,45249,46157,43512,
Brazil,SI3_AGG - MACHPH - Pharmaceuticals,World,7201,7286,7485,8366,8307,8219,
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,64051,53020,58914,70701,72868,63823,
Brazil,SI3_AGG - MAMTOF - Office and telecom equipment,World,14774,12306,16334,17174,17190,16576,
Brazil,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3757,2724,8075,8097,8050,7553,
Brazil,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7569,6079,2921,3080,3091,3178,
Brazil,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3449,3504,5338,5998,6049,5845,
Brazil,SI3_AGG - MAMTTE - Transport equipment,World,21155,15778,17571,25324,24537,18829,
Brazil,SI3_AGG - MAMTAU - Automotive products,World,14243,11095,13276,16456,15716,10558,
Brazil,SI3_AGG - MATE - Textiles,World,3335,2904,3495,3671,3643,3292,
Brazil,SI3_AGG - MACL - Clothing,World,2707,1548,1913,2188,2037,1590,
BRIC members,SI3_AGG - TO - Total merchandise,World,2445808,2284478,2689644,3087632,3003413,2836727,
BRICS members,SI3_AGG - TO - Total merchandise,World,2550459,2376170,2791219,3201603,3110952,2920790,
Brunei Darussalam,SI3_AGG - TO - Total merchandise,World,3229,2679,3085,4164,5103,5342,
Brunei Darussalam,SI3_AGG - AG - Agricultural products,World,513,502,468,511,513,579,
Brunei Darussalam,SI3_AGG - AGFO - Food,World,507,498,463,505,508,575,
Brunei Darussalam,SI3_AGG - MI - Fuels and mining products,World,248,268,318,326,1752,1974,
Brunei Darussalam,SI3_AGG - MIFU - Fuels,World,196,228,266,274,1719,1951,
Brunei Darussalam,SI3_AGG - MA - Manufactures,World,2458,1899,2285,3319,2831,2788,
Brunei Darussalam,SI3_AGG - MAIS - Iron and steel,World,272,197,244,504,233,300,
Brunei Darussalam,SI3_AGG - MACH - Chemicals,World,234,243,246,266,359,487,
Brunei Darussalam,SI3_AGG - MACHPH - Pharmaceuticals,World,74,68,65,79,102,173,
Brunei Darussalam,SI3_AGG - MAMT - Machinery and transport equipment,World,1273,884,1054,1602,1503,1419,
Brunei Darussalam,SI3_AGG - MAMTOF - Office and telecom equipment,World,150,120,110,132,115,225,
Brunei Darussalam,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,54,43,49,56,53,135,
Brunei Darussalam,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,95,75,57,71,57,85,
Brunei Darussalam,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,2,4,5,4,6,
Brunei Darussalam,SI3_AGG - MAMTTE - Transport equipment,World,625,360,457,437,466,499,
Brunei Darussalam,SI3_AGG - MAMTAU - Automotive products,World,251,225,227,235,297,329,
Brunei Darussalam,SI3_AGG - MATE - Textiles,World,34,25,31,30,28,37,
Brunei Darussalam,SI3_AGG - MACL - Clothing,World,39,37,39,33,33,37,
Bulgaria,SI3_AGG - TO - Total merchandise,World,29205,28933,34184,37856,37663,35038,
Bulgaria,SI3_AGG - AG - Agricultural products,World,3267,3452,3910,4234,4530,4866,
Bulgaria,SI3_AGG - AGFO - Food,World,2920,3057,3442,3707,4011,4431,
Bulgaria,SI3_AGG - MI - Fuels and mining products,World,7042,5739,8084,8714,8179,6383,
Bulgaria,SI3_AGG - MIFU - Fuels,World,4551,3584,4766,5074,5130,2914,
Bulgaria,SI3_AGG - MA - Manufactures,World,18470,19279,21516,24370,24354,23204,
Bulgaria,SI3_AGG - MAIS - Iron and steel,World,1111,1192,1293,1527,1616,1462,
Bulgaria,SI3_AGG - MACH - Chemicals,World,4104,4299,4849,5313,5336,5338,
Bulgaria,SI3_AGG - MACHPH - Pharmaceuticals,World,1277,1292,1462,1637,1647,1750,
Bulgaria,SI3_AGG - MAMT - Machinery and transport equipment,World,7788,7962,9018,10486,10365,9772,
Bulgaria,SI3_AGG - MAMTOF - Office and telecom equipment,World,1467,1493,1602,1802,1855,1861,
Bulgaria,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,417,418,459,494,479,508,
Bulgaria,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,829,820,825,902,1019,992,
Bulgaria,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,222,256,317,407,357,361,
Bulgaria,SI3_AGG - MAMTTE - Transport equipment,World,2339,2485,2812,3305,3120,2763,
Bulgaria,SI3_AGG - MAMTAU - Automotive products,World,1555,1592,1811,2057,1930,1551,
Bulgaria,SI3_AGG - MATE - Textiles,World,1082,1101,1120,1179,1097,994,
Bulgaria,SI3_AGG - MACL - Clothing,World,529,619,641,689,697,635,
Burkina Faso,SI3_AGG - TO - Total merchandise,World,3080,3345,3861,4301,4284,4117,
Burkina Faso,SI3_AGG - AG - Agricultural products,World,429,475,470,548,478,508,
Burkina Faso,SI3_AGG - AGFO - Food,World,416,457,454,531,457,488,
Burkina Faso,SI3_AGG - MI - Fuels and mining products,World,784,687,943,1189,1216,1137,
Burkina Faso,SI3_AGG - MIFU - Fuels,World,767,666,926,1168,1202,1116,
Burkina Faso,SI3_AGG - MA - Manufactures,World,1762,2173,2298,2546,2555,2472,
Burkina Faso,SI3_AGG - MAIS - Iron and steel,World,103,190,188,187,203,179,
Burkina Faso,SI3_AGG - MACH - Chemicals,World,452,549,481,625,537,593,
Burkina Faso,SI3_AGG - MACHPH - Pharmaceuticals,World,185,212,167,243,217,244,
Burkina Faso,SI3_AGG - MAMT - Machinery and transport equipment,World,766,878,1108,1113,1217,1035,
