Indicator,  Merchandise imports by product group – annual (Million US dollar),,,,,,,,
,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020,
Lithuania,SI3_AGG - MAMTTE - Transport equipment,World,2314,2692,3344,3841,3948,3130,
Lithuania,SI3_AGG - MAMTAU - Automotive products,World,1577,1889,2346,2768,2905,2190,
Lithuania,SI3_AGG - MATE - Textiles,World,635,666,669,749,682,784,
Lithuania,SI3_AGG - MACL - Clothing,World,481,540,606,610,590,606,
Luxembourg,SI3_AGG - TO - Total merchandise,World,23289,21872,22876,24175,24264,20929,
Luxembourg,SI3_AGG - AG - Agricultural products,World,2845,2823,3085,3367,3196,3151,
Luxembourg,SI3_AGG - AGFO - Food,World,2455,2428,2614,2880,2759,2817,
Luxembourg,SI3_AGG - MI - Fuels and mining products,World,3023,2615,3256,3887,3520,2575,
Luxembourg,SI3_AGG - MIFU - Fuels,World,1828,1460,1780,2390,2276,1461,
Luxembourg,SI3_AGG - MA - Manufactures,World,17360,16233,16465,16843,17420,15045,
Luxembourg,SI3_AGG - MAIS - Iron and steel,World,801,753,837,942,779,643,
Luxembourg,SI3_AGG - MACH - Chemicals,World,2380,2383,2629,2937,2725,2677,
Luxembourg,SI3_AGG - MACHPH - Pharmaceuticals,World,433,488,532,562,529,560,
Luxembourg,SI3_AGG - MAMT - Machinery and transport equipment,World,9155,8040,7723,7709,9218,7271,
Luxembourg,SI3_AGG - MAMTOF - Office and telecom equipment,World,3530,2103,1129,1211,2365,902,
Luxembourg,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,693,626,501,389,391,384,
Luxembourg,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2755,1372,541,704,1885,450,
Luxembourg,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,82,105,86,118,90,67,
Luxembourg,SI3_AGG - MAMTTE - Transport equipment,World,3680,3640,4065,3807,4084,3811,
Luxembourg,SI3_AGG - MAMTAU - Automotive products,World,2207,2472,2687,3003,3197,2822,
Luxembourg,SI3_AGG - MATE - Textiles,World,298,290,285,314,296,365,
Luxembourg,SI3_AGG - MACL - Clothing,World,423,394,374,391,406,377,
"Macao, China",SI3_AGG - TO - Total merchandise,World,10603,8924,9451,11162,11167,11586,
"Macao, China",SI3_AGG - AG - Agricultural products,World,1734,1525,1567,1934,2018,1715,
"Macao, China",SI3_AGG - AGFO - Food,World,1701,1498,1531,1917,1996,1695,
"Macao, China",SI3_AGG - MI - Fuels and mining products,World,777,518,463,670,650,541,
"Macao, China",SI3_AGG - MIFU - Fuels,World,736,498,445,644,610,479,
"Macao, China",SI3_AGG - MA - Manufactures,World,7750,5835,6171,8150,8340,9153,
"Macao, China",SI3_AGG - MAIS - Iron and steel,World,238,121,86,112,99,126,
"Macao, China",SI3_AGG - MACH - Chemicals,World,814,792,813,1193,1596,3233,
"Macao, China",SI3_AGG - MACHPH - Pharmaceuticals,World,235,215,207,237,299,305,
"Macao, China",SI3_AGG - MAMT - Machinery and transport equipment,World,2471,1580,1629,2289,1877,1762,
"Macao, China",SI3_AGG - MAMTOF - Office and telecom equipment,World,1450,965,952,1364,1150,1051,
"Macao, China",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,226,195,173,289,297,331,
"Macao, China",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1200,744,768,1049,828,679,
"Macao, China",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,23,27,11,26,25,42,
"Macao, China",SI3_AGG - MAMTTE - Transport equipment,World,451,234,250,371,341,287,
"Macao, China",SI3_AGG - MAMTAU - Automotive products,World,393,197,209,285,283,221,
"Macao, China",SI3_AGG - MATE - Textiles,World,54,29,22,33,47,73,
"Macao, China",SI3_AGG - MACL - Clothing,World,514,396,465,688,777,761,
Madagascar,SI3_AGG - TO - Total merchandise,World,2795,2966,3670,4061,3942,3224,
Madagascar,SI3_AGG - AG - Agricultural products,World,518,559,845,818,705,750,
Madagascar,SI3_AGG - AGFO - Food,World,415,458,737,701,583,653,
Madagascar,SI3_AGG - MI - Fuels and mining products,World,629,572,631,786,686,431,
Madagascar,SI3_AGG - MIFU - Fuels,World,497,479,539,687,616,405,
Madagascar,SI3_AGG - MA - Manufactures,World,1645,1833,2168,2456,2247,2037,
Madagascar,SI3_AGG - MAIS - Iron and steel,World,83,84,101,112,105,89,
Madagascar,SI3_AGG - MACH - Chemicals,World,328,358,370,428,413,392,
Madagascar,SI3_AGG - MACHPH - Pharmaceuticals,World,98,115,103,126,143,141,
Madagascar,SI3_AGG - MAMT - Machinery and transport equipment,World,612,562,804,826,755,630,
Madagascar,SI3_AGG - MAMTOF - Office and telecom equipment,World,99,84,104,114,90,79,
Madagascar,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,24,23,30,34,32,27,
Madagascar,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,58,46,54,52,45,40,
Madagascar,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,18,15,20,28,13,13,
Madagascar,SI3_AGG - MAMTTE - Transport equipment,World,216,203,329,297,264,223,
Madagascar,SI3_AGG - MAMTAU - Automotive products,World,134,163,258,225,193,159,
Madagascar,SI3_AGG - MATE - Textiles,World,345,353,373,442,391,369,
Madagascar,SI3_AGG - MACL - Clothing,World,16,25,39,69,61,42,
Malawi,SI3_AGG - TO - Total merchandise,World,2312,2210,2547,2706,2941,2820,
Malawi,SI3_AGG - AG - Agricultural products,World,317,458,375,346,390,477,
Malawi,SI3_AGG - AGFO - Food,World,264,413,317,279,322,403,
Malawi,SI3_AGG - MI - Fuels and mining products,World,272,297,272,326,256,244,
Malawi,SI3_AGG - MIFU - Fuels,World,249,275,249,302,232,217,
Malawi,SI3_AGG - MA - Manufactures,World,1656,1441,1877,2016,2284,1987,
Malawi,SI3_AGG - MAIS - Iron and steel,World,76,67,83,103,92,101,
Malawi,SI3_AGG - MACH - Chemicals,World,657,556,589,600,661,683,
Malawi,SI3_AGG - MACHPH - Pharmaceuticals,World,197,227,180,136,180,167,
Malawi,SI3_AGG - MAMT - Machinery and transport equipment,World,471,420,645,672,775,554,
Malawi,SI3_AGG - MAMTOF - Office and telecom equipment,World,78,57,104,93,188,92,
Malawi,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,26,21,26,32,35,35,
Malawi,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,48,30,71,54,118,44,
Malawi,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,5,5,7,7,35,12,
Malawi,SI3_AGG - MAMTTE - Transport equipment,World,162,132,174,231,242,204,
Malawi,SI3_AGG - MAMTAU - Automotive products,World,123,108,142,185,190,173,
Malawi,SI3_AGG - MATE - Textiles,World,102,26,29,57,37,44,
Malawi,SI3_AGG - MACL - Clothing,World,14,14,15,31,26,34,
Malaysia,SI3_AGG - TO - Total merchandise,World,175971,168684,195417,217602,204998,189856,
Malaysia,SI3_AGG - AG - Agricultural products,World,18469,17524,19449,20048,19709,20755,
Malaysia,SI3_AGG - AGFO - Food,World,15414,14633,15565,16223,15852,16971,
Malaysia,SI3_AGG - MI - Fuels and mining products,World,31819,25704,34793,43280,42585,34619,
Malaysia,SI3_AGG - MIFU - Fuels,World,21758,17359,24868,31376,29823,22654,
Malaysia,SI3_AGG - MA - Manufactures,World,122151,122125,136467,150045,139039,130733,
Malaysia,SI3_AGG - MAIS - Iron and steel,World,5464,5457,6107,7199,6419,4883,
Malaysia,SI3_AGG - MACH - Chemicals,World,17632,17254,19449,22822,22011,19689,
Malaysia,SI3_AGG - MACHPH - Pharmaceuticals,World,1533,1480,1472,1708,1870,1936,
Malaysia,SI3_AGG - MAMT - Machinery and transport equipment,World,76383,76340,87200,95000,86661,83986,
Malaysia,SI3_AGG - MAMTOF - Office and telecom equipment,World,41269,40238,48032,53162,48103,49226,
Malaysia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,6245,5813,7474,8033,6868,6574,
Malaysia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6325,5882,5169,5531,5223,4820,
Malaysia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,28698,28543,35390,39598,36011,37832,
Malaysia,SI3_AGG - MAMTTE - Transport equipment,World,10596,11196,10817,12506,11013,9533,
Malaysia,SI3_AGG - MAMTAU - Automotive products,World,6312,6043,5674,6552,6605,4501,
Malaysia,SI3_AGG - MATE - Textiles,World,1646,1696,1768,1813,1699,1767,
Malaysia,SI3_AGG - MACL - Clothing,World,1964,2020,1701,1860,1636,1322,
Maldives,SI3_AGG - TO - Total merchandise,World,1896,2125,2360,2960,2888,1839,
Maldives,SI3_AGG - AG - Agricultural products,World,471,496,538,587,625,431,
Maldives,SI3_AGG - AGFO - Food,World,419,445,475,511,562,396,
Maldives,SI3_AGG - MI - Fuels and mining products,World,354,324,412,610,549,250,
Maldives,SI3_AGG - MIFU - Fuels,World,289,248,314,465,466,171,
Maldives,SI3_AGG - MA - Manufactures,World,1070,1305,1410,1763,1710,1157,
Maldives,SI3_AGG - MAIS - Iron and steel,World,51,73,93,112,83,44,
Maldives,SI3_AGG - MACH - Chemicals,World,128,156,167,195,210,182,
Maldives,SI3_AGG - MACHPH - Pharmaceuticals,World,20,20,26,32,36,43,
Maldives,SI3_AGG - MAMT - Machinery and transport equipment,World,488,593,603,727,698,457,
Maldives,SI3_AGG - MAMTOF - Office and telecom equipment,World,106,104,118,138,122,91,
Maldives,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,35,33,35,48,42,29,
Maldives,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,65,63,76,82,74,53,
Maldives,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,6,8,6,9,7,9,
Maldives,SI3_AGG - MAMTTE - Transport equipment,World,185,192,162,213,241,112,
Maldives,SI3_AGG - MAMTAU - Automotive products,World,25,28,24,30,25,16,
Maldives,SI3_AGG - MATE - Textiles,World,26,31,30,40,36,26,
Maldives,SI3_AGG - MACL - Clothing,World,24,24,27,31,35,23,
Mali,SI3_AGG - TO - Total merchandise,World,3800,4051,4286,4722,5134,4877,
Mali,SI3_AGG - AG - Agricultural products,World,690,637,752,804,804,965,
Mali,SI3_AGG - AGFO - Food,World,671,620,732,781,780,937,
Mali,SI3_AGG - MI - Fuels and mining products,World,947,875,1059,1334,1310,1498,
Mali,SI3_AGG - MIFU - Fuels,World,926,855,1037,1307,1277,1476,
Mali,SI3_AGG - MA - Manufactures,World,2160,2300,2470,2537,2508,2412,
Mali,SI3_AGG - MAIS - Iron and steel,World,105,97,111,138,116,138,
Mali,SI3_AGG - MACH - Chemicals,World,614,567,626,637,728,702,
Mali,SI3_AGG - MACHPH - Pharmaceuticals,World,169,156,244,233,278,299,
Mali,SI3_AGG - MAMT - Machinery and transport equipment,World,987,911,980,1009,941,1122,
Mali,SI3_AGG - MAMTOF - Office and telecom equipment,World,179,165,169,202,188,176,
Mali,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,21,20,21,32,32,26,
Mali,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,122,113,103,113,102,96,
Mali,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,35,33,45,56,55,54,
Mali,SI3_AGG - MAMTTE - Transport equipment,World,375,347,362,386,363,415,
Mali,SI3_AGG - MAMTAU - Automotive products,World,250,231,206,190,226,244,
Mali,SI3_AGG - MATE - Textiles,World,52,48,57,66,78,85,
Mali,SI3_AGG - MACL - Clothing,World,18,16,17,19,19,18,
Malta,SI3_AGG - TO - Total merchandise,World,6036,6444,5997,6769,7072,5223,
Malta,SI3_AGG - AG - Agricultural products,World,690,752,833,889,829,695,
Malta,SI3_AGG - AGFO - Food,World,675,736,816,871,810,679,
Malta,SI3_AGG - MI - Fuels and mining products,World,1323,1241,1345,1854,1428,954,
Malta,SI3_AGG - MIFU - Fuels,World,1287,1207,1312,1814,1380,908,
Malta,SI3_AGG - MA - Manufactures,World,4001,4420,3630,4020,4814,3573,
Malta,SI3_AGG - MAIS - Iron and steel,World,39,34,43,48,48,45,
Malta,SI3_AGG - MACH - Chemicals,World,508,484,548,667,646,692,
Malta,SI3_AGG - MACHPH - Pharmaceuticals,World,150,160,211,303,276,329,
Malta,SI3_AGG - MAMT - Machinery and transport equipment,World,2619,3127,2426,2340,3408,1928,
Malta,SI3_AGG - MAMTOF - Office and telecom equipment,World,458,373,356,448,485,453,
Malta,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,67,58,67,81,68,65,
Malta,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,76,76,74,86,79,66,
Malta,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,315,240,215,281,338,322,
Malta,SI3_AGG - MAMTTE - Transport equipment,World,1615,2289,1489,1245,2349,1046,
Malta,SI3_AGG - MAMTAU - Automotive products,World,234,178,198,195,215,167,
Malta,SI3_AGG - MATE - Textiles,World,33,31,32,36,36,47,
Malta,SI3_AGG - MACL - Clothing,World,114,102,119,144,156,140,
Marshall Islands,SI3_AGG - TO - Total merchandise,World,108,97,90,75,68,75,
Mauritania,SI3_AGG - TO - Total merchandise,World,3703,2174,3522,3183,3520,2745,
Mauritania,SI3_AGG - AG - Agricultural products,World,537,402,494,592,642,860,
Mauritania,SI3_AGG - AGFO - Food,World,530,395,487,581,634,852,
Mauritania,SI3_AGG - MI - Fuels and mining products,World,615,431,652,1049,1078,842,
Mauritania,SI3_AGG - MIFU - Fuels,World,592,424,643,1042,1044,827,
Mauritania,SI3_AGG - MA - Manufactures,World,2551,1341,2375,1542,1752,1042,
Mauritania,SI3_AGG - MAIS - Iron and steel,World,125,65,72,100,124,72,
Mauritania,SI3_AGG - MACH - Chemicals,World,144,119,122,152,134,160,
Mauritania,SI3_AGG - MACHPH - Pharmaceuticals,World,28,25,30,48,37,46,
Mauritania,SI3_AGG - MAMT - Machinery and transport equipment,World,1936,883,1888,827,1030,561,
Mauritania,SI3_AGG - MAMTOF - Office and telecom equipment,World,36,35,56,23,27,20,
Mauritania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,3,3,3,5,5,
Mauritania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,23,23,23,18,19,12,
Mauritania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,10,9,29,2,3,2,
Mauritania,SI3_AGG - MAMTTE - Transport equipment,World,1359,509,1468,258,553,199,
Mauritania,SI3_AGG - MAMTAU - Automotive products,World,136,106,142,126,179,145,
Mauritania,SI3_AGG - MATE - Textiles,World,38,47,49,50,44,36,
Mauritania,SI3_AGG - MACL - Clothing,World,10,12,14,45,18,16,
Mauritius,SI3_AGG - TO - Total merchandise,World,4790,4655,5254,5661,5596,4234,
Mauritius,SI3_AGG - AG - Agricultural products,World,1083,1227,1391,1311,1286,1125,
Mauritius,SI3_AGG - AGFO - Food,World,979,1125,1264,1191,1163,1045,
Mauritius,SI3_AGG - MI - Fuels and mining products,World,717,678,937,1188,1094,688,
Mauritius,SI3_AGG - MIFU - Fuels,World,675,635,888,1132,1034,633,
Mauritius,SI3_AGG - MA - Manufactures,World,2635,2719,2902,3141,3204,2396,
Mauritius,SI3_AGG - MAIS - Iron and steel,World,94,73,88,115,115,97,
Mauritius,SI3_AGG - MACH - Chemicals,World,380,412,438,484,487,423,
Mauritius,SI3_AGG - MACHPH - Pharmaceuticals,World,115,122,121,137,151,155,
Mauritius,SI3_AGG - MAMT - Machinery and transport equipment,World,1117,1165,1225,1302,1331,934,
Mauritius,SI3_AGG - MAMTOF - Office and telecom equipment,World,486,351,292,360,330,230,
Mauritius,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,86,78,103,110,106,85,
Mauritius,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,398,265,173,212,214,138,
Mauritius,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,7,16,38,10,8,
Mauritius,SI3_AGG - MAMTTE - Transport equipment,World,279,392,456,428,494,344,
Mauritius,SI3_AGG - MAMTAU - Automotive products,World,238,296,346,376,389,266,
Mauritius,SI3_AGG - MATE - Textiles,World,234,229,239,239,213,163,
Mauritius,SI3_AGG - MACL - Clothing,World,69,74,88,92,107,78,
Mexico,SI3_AGG - TO - Total merchandise,World,405282,397522,432179,476546,467342,393248,
Mexico,SI3_AGG - AG - Agricultural products,World,27071,27023,28254,30309,30165,28371,
Mexico,SI3_AGG - AGFO - Food,World,22981,23221,24271,25448,25406,24670,
Mexico,SI3_AGG - MI - Fuels and mining products,World,33347,32044,43988,57217,50997,34957,
Mexico,SI3_AGG - MIFU - Fuels,World,25042,23997,34522,45633,40182,24820,
Mexico,SI3_AGG - MA - Manufactures,World,317654,310173,327164,353769,350305,301108,
Mexico,SI3_AGG - MAIS - Iron and steel,World,10734,9528,11378,11734,11404,9279,
Mexico,SI3_AGG - MACH - Chemicals,World,42106,40395,43519,48208,46286,43695,
Mexico,SI3_AGG - MACHPH - Pharmaceuticals,World,5066,4479,4575,5146,5021,5376,
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,190700,188404,197111,214160,213637,179093,
Mexico,SI3_AGG - MAMTOF - Office and telecom equipment,World,63647,62065,60715,67429,69698,62370,
Mexico,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,17443,18089,17373,20770,21629,20618,
Mexico,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,27931,25646,23691,24113,23340,19905,
Mexico,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,18273,18331,19651,22547,24729,21847,
Mexico,SI3_AGG - MAMTTE - Transport equipment,World,50952,50329,55203,59451,58949,45295,
Mexico,SI3_AGG - MAMTAU - Automotive products,World,43300,43062,48215,51646,51144,38991,
Mexico,SI3_AGG - MATE - Textiles,World,6484,6197,6270,6555,6179,5290,
Mexico,SI3_AGG - MACL - Clothing,World,3782,3718,3628,4110,4283,3350,
"Micronesia, Federated States of",SI3_AGG - TO - Total merchandise,World,160,186,183,198,194,206,
Middle East,SI3_AGG - TO - Total merchandise,World,767744,715659,739343,753940,749253,652808,
"Moldova, Republic of",SI3_AGG - TO - Total merchandise,World,3987,4020,4831,5760,5843,5416,
"Moldova, Republic of",SI3_AGG - AG - Agricultural products,World,628,644,748,819,864,894,
"Moldova, Republic of",SI3_AGG - AGFO - Food,World,563,585,677,736,782,812,
"Moldova, Republic of",SI3_AGG - MI - Fuels and mining products,World,536,480,634,816,752,504,
"Moldova, Republic of",SI3_AGG - MIFU - Fuels,World,458,414,536,689,635,419,
"Moldova, Republic of",SI3_AGG - MA - Manufactures,World,2557,2690,3219,3822,3931,3842,
"Moldova, Republic of",SI3_AGG - MAIS - Iron and steel,World,101,91,110,135,145,133,
"Moldova, Republic of",SI3_AGG - MACH - Chemicals,World,626,629,718,814,842,820,
"Moldova, Republic of",SI3_AGG - MACHPH - Pharmaceuticals,World,193,191,226,247,278,258,
"Moldova, Republic of",SI3_AGG - MAMT - Machinery and transport equipment,World,825,866,1082,1391,1428,1422,
"Moldova, Republic of",SI3_AGG - MAMTOF - Office and telecom equipment,World,127,140,182,228,231,250,
"Moldova, Republic of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,31,40,50,60,53,69,
"Moldova, Republic of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,85,89,121,157,167,169,
"Moldova, Republic of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,11,11,11,11,10,12,
"Moldova, Republic of",SI3_AGG - MAMTTE - Transport equipment,World,177,213,266,327,358,363,
"Moldova, Republic of",SI3_AGG - MAMTAU - Automotive products,World,155,193,239,291,313,275,
"Moldova, Republic of",SI3_AGG - MATE - Textiles,World,208,250,276,296,271,255,
"Moldova, Republic of",SI3_AGG - MACL - Clothing,World,78,101,129,141,141,138,
Mongolia,SI3_AGG - TO - Total merchandise,World,3798,3358,4337,5875,6127,5294,
Mongolia,SI3_AGG - AG - Agricultural products,World,488,519,558,691,659,678,
Mongolia,SI3_AGG - AGFO - Food,World,473,504,541,670,637,661,
Mongolia,SI3_AGG - MI - Fuels and mining products,World,894,691,985,1331,1383,969,
Mongolia,SI3_AGG - MIFU - Fuels,World,874,681,971,1315,1360,948,
Mongolia,SI3_AGG - MA - Manufactures,World,2392,2128,2793,3851,4084,3432,
Mongolia,SI3_AGG - MAIS - Iron and steel,World,183,81,149,233,280,335,
Mongolia,SI3_AGG - MACH - Chemicals,World,315,312,369,447,449,455,
Mongolia,SI3_AGG - MACHPH - Pharmaceuticals,World,75,91,95,119,109,126,
Mongolia,SI3_AGG - MAMT - Machinery and transport equipment,World,1146,1104,1539,2186,2398,1760,
Mongolia,SI3_AGG - MAMTOF - Office and telecom equipment,World,183,197,192,250,200,199,
Mongolia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,62,45,51,77,72,60,
Mongolia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,114,140,119,144,121,132,
Mongolia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,7,12,22,30,7,8,
Mongolia,SI3_AGG - MAMTTE - Transport equipment,World,358,456,651,932,1197,800,
Mongolia,SI3_AGG - MAMTAU - Automotive products,World,318,334,517,773,943,614,
Mongolia,SI3_AGG - MATE - Textiles,World,28,30,35,43,42,56,
Mongolia,SI3_AGG - MACL - Clothing,World,28,30,35,43,38,39,
Montenegro,SI3_AGG - TO - Total merchandise,World,2040,2286,2613,3010,2909,2402,
Montenegro,SI3_AGG - AG - Agricultural products,World,527,549,605,646,659,551,
Montenegro,SI3_AGG - AGFO - Food,World,513,536,592,631,638,534,
Montenegro,SI3_AGG - MI - Fuels and mining products,World,273,251,341,387,377,237,
Montenegro,SI3_AGG - MIFU - Fuels,World,222,208,290,322,318,190,
Montenegro,SI3_AGG - MA - Manufactures,World,1238,1481,1662,1965,1870,1594,
Montenegro,SI3_AGG - MAIS - Iron and steel,World,46,54,77,101,94,64,
Montenegro,SI3_AGG - MACH - Chemicals,World,215,224,258,296,307,310,
Montenegro,SI3_AGG - MACHPH - Pharmaceuticals,World,75,73,86,102,120,133,
Montenegro,SI3_AGG - MAMT - Machinery and transport equipment,World,455,587,627,753,648,555,
Montenegro,SI3_AGG - MAMTOF - Office and telecom equipment,World,99,104,112,119,112,112,
Montenegro,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,27,29,32,40,33,33,
Montenegro,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,69,73,77,75,75,75,
Montenegro,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,3,3,4,4,4,
Montenegro,SI3_AGG - MAMTTE - Transport equipment,World,139,173,200,264,223,152,
Montenegro,SI3_AGG - MAMTAU - Automotive products,World,125,144,178,213,198,132,
Montenegro,SI3_AGG - MATE - Textiles,World,17,20,24,25,26,27,
Montenegro,SI3_AGG - MACL - Clothing,World,64,77,83,92,94,75,
Montserrat,SI3_AGG - TO - Total merchandise,World,39,36,30,34,33,31,
Montserrat,SI3_AGG - AG - Agricultural products,World,7,,,,,,
Montserrat,SI3_AGG - AGFO - Food,World,6,,,,,,
Montserrat,SI3_AGG - MI - Fuels and mining products,World,8,,,,,,
Montserrat,SI3_AGG - MIFU - Fuels,World,8,,,,,,
Montserrat,SI3_AGG - MA - Manufactures,World,16,,,,,,
Montserrat,SI3_AGG - MAIS - Iron and steel,World,1,,,,,,
Montserrat,SI3_AGG - MACH - Chemicals,World,2,,,,,,
Montserrat,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,,,,
Montserrat,SI3_AGG - MAMT - Machinery and transport equipment,World,7,,,,,,
Montserrat,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,,,,,,
Montserrat,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,,,,,,
Montserrat,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,,,,,,
Montserrat,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,,,,,,
Montserrat,SI3_AGG - MAMTTE - Transport equipment,World,2,,,,,,
Montserrat,SI3_AGG - MAMTAU - Automotive products,World,2,,,,,,
Montserrat,SI3_AGG - MATE - Textiles,World,0,,,,,,
Montserrat,SI3_AGG - MACL - Clothing,World,0,,,,,,
Morocco,SI3_AGG - TO - Total merchandise,World,38100,41391,44490,51038,50734,43831,
Morocco,SI3_AGG - AG - Agricultural products,World,4894,5755,5708,6364,6305,7087,
Morocco,SI3_AGG - AGFO - Food,World,4202,5113,5001,5536,5534,6410,
Morocco,SI3_AGG - MI - Fuels and mining products,World,8463,6881,8646,10888,9895,6837,
Morocco,SI3_AGG - MIFU - Fuels,World,6790,5516,7075,8719,7886,5218,
Morocco,SI3_AGG - MA - Manufactures,World,24697,28696,30117,33759,34494,29904,
Morocco,SI3_AGG - MAIS - Iron and steel,World,1341,1418,1252,1329,1570,1384,
Morocco,SI3_AGG - MACH - Chemicals,World,4281,4199,4834,5202,5178,5097,
Morocco,SI3_AGG - MACHPH - Pharmaceuticals,World,589,629,668,726,759,846,
Morocco,SI3_AGG - MAMT - Machinery and transport equipment,World,11424,14253,14681,16710,17448,14393,
Morocco,SI3_AGG - MAMTOF - Office and telecom equipment,World,1612,1691,1805,2050,2042,2092,
Morocco,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,400,402,370,404,427,434,
Morocco,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,850,877,1037,1147,1218,1307,
Morocco,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,362,411,398,499,397,351,
Morocco,SI3_AGG - MAMTTE - Transport equipment,World,5001,6312,6256,7578,7906,5975,
Morocco,SI3_AGG - MAMTAU - Automotive products,World,3783,4891,5051,5715,5723,4476,
Morocco,SI3_AGG - MATE - Textiles,World,2399,2615,2770,3095,3121,2602,
Morocco,SI3_AGG - MACL - Clothing,World,352,416,475,509,538,491,
Mozambique,SI3_AGG - TO - Total merchandise,World,8334,5206,5745,6944,7428,6471,
Mozambique,SI3_AGG - AG - Agricultural products,World,1041,875,935,1180,1330,1360,
Mozambique,SI3_AGG - AGFO - Food,World,941,794,842,1081,1233,1271,
Mozambique,SI3_AGG - MI - Fuels and mining products,World,1540,1163,1754,1979,1698,1018,
Mozambique,SI3_AGG - MIFU - Fuels,World,1027,1016,1233,1451,1567,977,
Mozambique,SI3_AGG - MA - Manufactures,World,5326,3167,3012,3626,4399,4059,
Mozambique,SI3_AGG - MAIS - Iron and steel,World,275,166,179,158,258,214,
Mozambique,SI3_AGG - MACH - Chemicals,World,809,754,580,813,1020,1042,
Mozambique,SI3_AGG - MACHPH - Pharmaceuticals,World,320,201,209,207,223,296,
Mozambique,SI3_AGG - MAMT - Machinery and transport equipment,World,3003,1486,1429,1697,2104,1673,
Mozambique,SI3_AGG - MAMTOF - Office and telecom equipment,World,261,154,171,191,280,169,
Mozambique,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,82,57,53,83,149,90,
Mozambique,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,159,87,107,78,109,66,
Mozambique,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,20,9,10,30,22,13,
Mozambique,SI3_AGG - MAMTTE - Transport equipment,World,1464,438,601,600,700,562,
Mozambique,SI3_AGG - MAMTAU - Automotive products,World,663,286,285,453,531,384,
Mozambique,SI3_AGG - MATE - Textiles,World,88,75,76,74,100,108,
Mozambique,SI3_AGG - MACL - Clothing,World,52,32,32,45,53,52,
Myanmar,SI3_AGG - TO - Total merchandise,World,16885,15705,19253,19355,18588,17947,
Myanmar,SI3_AGG - AG - Agricultural products,World,1911,3009,2907,2636,2276,2430,
Myanmar,SI3_AGG - AGFO - Food,World,1883,2954,2814,2528,2177,2360,
